GeneID	TPM
ENSG00000207056	0.00
ENSG00000207080	0.00
ENSG00000207082	0.00
ENSG00000207095	0.00
ENSG00000207108	0.00
ENSG00000207134	0.00
ENSG00000207139	0.00
ENSG00000207144	0.00
ENSG00000207149	0.00
ENSG00000207181	125.04
ENSG00000207190	0.00
ENSG00000207194	0.00
ENSG00000207205	12.80
ENSG00000207209	0.00
ENSG00000207234	0.00
ENSG00000207237	0.00
ENSG00000207241	0.00
ENSG00000207256	0.00
ENSG00000207302	0.00
ENSG00000207321	0.00
ENSG00000207326	0.00
ENSG00000207328	0.00
ENSG00000207340	3.67
ENSG00000207341	0.00
ENSG00000207349	0.00
ENSG00000207356	0.00
ENSG00000207379	0.00
ENSG00000207389	42733.95
ENSG00000207421	0.00
ENSG00000207434	0.00
ENSG00000207451	0.00
ENSG00000207466	0.00
ENSG00000207472	0.00
ENSG00000207475	116.26
ENSG00000207501	9.20
ENSG00000207502	0.00
ENSG00000207504	0.00
ENSG00000207508	0.00
ENSG00000207511	0.00
ENSG00000207513	42733.95
ENSG00000207523	37.86
ENSG00000207590	0.00
ENSG00000207606	0.00
ENSG00000207607	0.00
ENSG00000207624	0.00
ENSG00000207721	0.00
ENSG00000207729	0.00
ENSG00000207730	0.00
ENSG00000207750	0.00
ENSG00000207759	0.00
ENSG00000207776	0.00
ENSG00000207933	0.00
ENSG00000207941	0.00
ENSG00000207962	0.00
ENSG00000207974	0.00
ENSG00000207975	0.00
ENSG00000208024	0.00
ENSG00000211451	0.11
ENSG00000211452	0.03
ENSG00000211454	0.08
ENSG00000211543	0.00
ENSG00000211575	0.00
ENSG00000211581	0.00
ENSG00000212144	0.00
ENSG00000212157	0.00
ENSG00000212161	0.00
ENSG00000212187	0.00
ENSG00000212205	0.00
ENSG00000212230	0.00
ENSG00000212237	0.00
ENSG00000212248	0.00
ENSG00000212257	0.00
ENSG00000212266	0.00
ENSG00000212292	0.00
ENSG00000212308	0.00
ENSG00000212338	0.00
ENSG00000212360	0.00
ENSG00000212366	0.00
ENSG00000212385	0.00
ENSG00000212398	0.00
ENSG00000212459	0.00
ENSG00000212512	0.00
ENSG00000212527	0.00
ENSG00000212538	0.00
ENSG00000212541	0.00
ENSG00000212601	0.00
ENSG00000212610	0.00
ENSG00000212624	0.00
ENSG00000212916	0.34
ENSG00000213026	0.00
ENSG00000213028	0.00
ENSG00000213029	0.00
ENSG00000213032	0.00
ENSG00000213033	0.19
ENSG00000213036	0.00
ENSG00000213041	0.00
ENSG00000213045	0.00
ENSG00000213046	0.00
ENSG00000213047	6.45
ENSG00000213051	0.00
ENSG00000213057	0.02
ENSG00000213058	2.82
ENSG00000213060	0.00
ENSG00000213062	0.12
ENSG00000213063	0.00
ENSG00000213064	8.09
ENSG00000213068	0.00
ENSG00000213070	0.00
ENSG00000213075	0.00
ENSG00000213080	0.08
ENSG00000213085	0.02
ENSG00000213088	0.00
ENSG00000213171	0.00
ENSG00000213172	0.06
ENSG00000213190	0.22
ENSG00000213226	0.00
ENSG00000213240	0.74
ENSG00000213244	0.02
ENSG00000213262	0.00
ENSG00000213281	13.40
ENSG00000213366	1.25
ENSG00000213421	0.00
ENSG00000213478	0.00
ENSG00000213512	0.00
ENSG00000213516	1.04
ENSG00000213540	0.00
ENSG00000213559	0.00
ENSG00000213560	0.00
ENSG00000213561	0.00
ENSG00000213579	0.00
ENSG00000213625	11.35
ENSG00000213690	0.00
ENSG00000213703	0.06
ENSG00000213735	0.00
ENSG00000213987	0.00
ENSG00000214114	2.36
ENSG00000214141	0.00
ENSG00000214144	0.00
ENSG00000214193	0.62
ENSG00000214204	0.00
ENSG00000214262	0.04
ENSG00000214796	0.00
ENSG00000214812	0.01
ENSG00000214837	0.08
ENSG00000214973	0.03
ENSG00000215014	0.06
ENSG00000215149	0.00
ENSG00000215381	0.00
ENSG00000215520	0.00
ENSG00000215695	0.74
ENSG00000215704	0.00
ENSG00000215717	5.12
ENSG00000215720	0.00
ENSG00000215784	0.15
ENSG00000215785	0.00
ENSG00000215788	0.00
ENSG00000215790	0.75
ENSG00000215795	0.11
ENSG00000215796	0.00
ENSG00000215800	0.00
ENSG00000215802	0.00
ENSG00000215805	0.00
ENSG00000215808	0.00
ENSG00000215811	0.00
ENSG00000215812	0.00
ENSG00000215817	0.01
ENSG00000215819	0.00
ENSG00000215833	0.00
ENSG00000215834	0.00
ENSG00000215835	0.02
ENSG00000215838	0.00
ENSG00000215840	0.01
ENSG00000215845	5.77
ENSG00000215846	0.00
ENSG00000215853	0.00
ENSG00000215859	0.00
ENSG00000215861	5.36
ENSG00000215864	0.00
ENSG00000215866	0.00
ENSG00000215867	0.00
ENSG00000215869	0.00
ENSG00000215871	0.00
ENSG00000215873	0.00
ENSG00000215874	0.00
ENSG00000215875	0.00
ENSG00000215883	0.58
ENSG00000215887	0.00
ENSG00000215893	0.00
ENSG00000215895	0.00
ENSG00000215899	0.00
ENSG00000215900	0.00
ENSG00000215905	0.00
ENSG00000215906	0.00
ENSG00000215908	1.22
ENSG00000215909	0.00
ENSG00000215910	0.08
ENSG00000215912	0.09
ENSG00000215914	0.00
ENSG00000215915	0.03
ENSG00000215930	0.00
ENSG00000215938	0.00
ENSG00000215952	0.00
ENSG00000217327	0.00
ENSG00000217644	0.00
ENSG00000217801	0.53
ENSG00000217897	0.00
ENSG00000218283	2.26
ENSG00000218510	2.03
ENSG00000219073	0.00
ENSG00000219102	0.01
ENSG00000219133	0.00
ENSG00000219201	0.04
ENSG00000219481	5.57
ENSG00000220323	0.35
ENSG00000220749	0.08
ENSG00000220785	0.05
ENSG00000221028	0.00
ENSG00000221040	0.00
ENSG00000221083	0.00
ENSG00000221203	0.00
ENSG00000221216	0.00
ENSG00000221340	0.00
ENSG00000221390	0.00
ENSG00000221406	0.00
ENSG00000221539	0.00
ENSG00000221545	0.00
ENSG00000221571	0.00
ENSG00000221643	31.61
ENSG00000221662	0.00
ENSG00000221673	0.00
ENSG00000221680	0.00
ENSG00000221808	0.00
ENSG00000221879	0.00
ENSG00000221888	0.00
ENSG00000221953	0.01
ENSG00000221978	12.73
ENSG00000221986	0.01
ENSG00000222009	0.68
ENSG00000222046	0.01
ENSG00000222069	0.00
ENSG00000222112	0.24
ENSG00000222209	0.00
ENSG00000222222	0.00
ENSG00000222240	0.00
ENSG00000222282	0.00
ENSG00000222370	12.90
ENSG00000222378	0.00
ENSG00000222397	0.00
ENSG00000222399	0.00
ENSG00000222407	0.00
ENSG00000222457	0.00
ENSG00000222511	0.00
ENSG00000222552	0.00
ENSG00000222623	0.00
ENSG00000222624	0.00
ENSG00000222650	0.00
ENSG00000222664	0.00
ENSG00000222784	0.00
ENSG00000222788	0.00
ENSG00000222821	0.00
ENSG00000222831	0.00
ENSG00000222849	0.00
ENSG00000222854	0.00
ENSG00000222952	0.00
ENSG00000222986	0.00
ENSG00000223026	0.00
ENSG00000223062	0.00
ENSG00000223075	0.00
ENSG00000223152	0.00
ENSG00000223175	0.00
ENSG00000223181	0.00
ENSG00000223229	0.00
ENSG00000223254	0.00
ENSG00000223263	0.00
ENSG00000223282	0.00
ENSG00000223306	0.00
ENSG00000223344	0.00
ENSG00000223345	0.00
ENSG00000223353	0.00
ENSG00000223356	0.07
ENSG00000223375	0.00
ENSG00000223382	0.00
ENSG00000223390	0.04
ENSG00000223393	0.01
ENSG00000223396	0.22
ENSG00000223416	0.00
ENSG00000223429	0.00
ENSG00000223450	0.00
ENSG00000223452	0.00
ENSG00000223479	0.00
ENSG00000223489	0.00
ENSG00000223490	0.00
ENSG00000223495	0.00
ENSG00000223503	0.00
ENSG00000223505	0.00
ENSG00000223519	0.00
ENSG00000223525	0.01
ENSG00000223570	0.00
ENSG00000223575	0.01
ENSG00000223583	0.04
ENSG00000223589	0.00
ENSG00000223599	0.14
ENSG00000223603	0.00
ENSG00000223612	0.52
ENSG00000223624	0.00
ENSG00000223635	0.00
ENSG00000223643	0.00
ENSG00000223649	0.00
ENSG00000223653	0.01
ENSG00000223656	0.00
ENSG00000223663	0.00
ENSG00000223675	0.00
ENSG00000223683	0.00
ENSG00000223694	0.00
ENSG00000223720	0.00
ENSG00000223728	0.00
ENSG00000223745	4.52
ENSG00000223764	0.00
ENSG00000223774	0.00
ENSG00000223776	0.05
ENSG00000223779	0.00
ENSG00000223787	0.05
ENSG00000223794	0.00
ENSG00000223804	0.35
ENSG00000223810	0.00
ENSG00000223814	0.00
ENSG00000223823	0.00
ENSG00000223828	0.00
ENSG00000223842	0.00
ENSG00000223847	0.00
ENSG00000223861	0.03
ENSG00000223869	0.00
ENSG00000223881	0.00
ENSG00000223883	0.00
ENSG00000223896	0.00
ENSG00000223905	0.00
ENSG00000223906	0.00
ENSG00000223920	0.00
ENSG00000223944	0.00
ENSG00000223945	0.00
ENSG00000223949	3.47
ENSG00000223956	0.00
ENSG00000223963	0.00
ENSG00000223972	0.00
ENSG00000223982	0.00
ENSG00000223989	0.00
ENSG00000224000	0.00
ENSG00000224014	0.04
ENSG00000224040	0.00
ENSG00000224051	1.76
ENSG00000224064	0.00
ENSG00000224066	0.30
ENSG00000224081	0.00
ENSG00000224093	0.08
ENSG00000224114	5.14
ENSG00000224127	0.00
ENSG00000224129	0.00
ENSG00000224149	0.00
ENSG00000224167	0.00
ENSG00000224174	0.00
ENSG00000224183	0.08
ENSG00000224203	0.00
ENSG00000224209	0.00
ENSG00000224227	0.02
ENSG00000224228	0.00
ENSG00000224235	0.00
ENSG00000224238	0.00
ENSG00000224255	0.01
ENSG00000224259	0.00
ENSG00000224260	0.00
ENSG00000224261	0.02
ENSG00000224276	0.00
ENSG00000224278	0.00
ENSG00000224286	0.00
ENSG00000224308	0.00
ENSG00000224311	0.00
ENSG00000224315	0.04
ENSG00000224321	0.00
ENSG00000224326	0.00
ENSG00000224333	0.00
ENSG00000224335	0.00
ENSG00000224338	0.00
ENSG00000224340	0.00
ENSG00000224348	0.00
ENSG00000224358	0.07
ENSG00000224359	0.00
ENSG00000224363	0.00
ENSG00000224387	0.00
ENSG00000224407	0.06
ENSG00000224409	0.00
ENSG00000224436	0.00
ENSG00000224445	0.00
ENSG00000224459	0.00
ENSG00000224462	0.00
ENSG00000224466	0.00
ENSG00000224468	0.00
ENSG00000224481	0.00
ENSG00000224493	0.00
ENSG00000224494	0.00
ENSG00000224515	0.00
ENSG00000224520	0.12
ENSG00000224521	0.00
ENSG00000224525	0.00
ENSG00000224535	0.00
ENSG00000224536	0.00
ENSG00000224540	0.00
ENSG00000224550	0.11
ENSG00000224566	0.00
ENSG00000224570	0.00
ENSG00000224584	0.00
ENSG00000224592	0.00
ENSG00000224600	0.00
ENSG00000224609	0.00
ENSG00000224613	0.00
ENSG00000224616	0.24
ENSG00000224620	0.00
ENSG00000224621	0.00
ENSG00000224625	0.00
ENSG00000224645	0.00
ENSG00000224668	0.00
ENSG00000224671	0.00
ENSG00000224678	0.00
ENSG00000224680	0.05
ENSG00000224685	0.00
ENSG00000224687	0.14
ENSG00000224690	0.00
ENSG00000224691	0.00
ENSG00000224698	0.00
ENSG00000224699	1.32
ENSG00000224702	0.00
ENSG00000224717	0.00
ENSG00000224718	0.00
ENSG00000224727	0.01
ENSG00000224751	0.00
ENSG00000224763	0.01
ENSG00000224783	0.00
ENSG00000224784	0.00
ENSG00000224800	0.00
ENSG00000224805	0.01
ENSG00000224810	0.00
ENSG00000224813	0.00
ENSG00000224818	0.00
ENSG00000224830	0.02
ENSG00000224834	0.00
ENSG00000224837	0.05
ENSG00000224857	0.00
ENSG00000224863	0.00
ENSG00000224870	1.32
ENSG00000224896	0.00
ENSG00000224901	0.00
ENSG00000224904	0.00
ENSG00000224927	0.00
ENSG00000224939	0.00
ENSG00000224943	0.00
ENSG00000224950	0.26
ENSG00000224965	0.03
ENSG00000224966	0.00
ENSG00000224968	0.00
ENSG00000224969	0.00
ENSG00000224977	0.03
ENSG00000224980	0.00
ENSG00000224985	0.11
ENSG00000224986	0.04
ENSG00000225006	0.00
ENSG00000225011	0.00
ENSG00000225028	0.00
ENSG00000225030	0.00
ENSG00000225036	0.00
ENSG00000225063	0.00
ENSG00000225075	0.02
ENSG00000225077	0.00
ENSG00000225079	0.00
ENSG00000225080	0.00
ENSG00000225082	0.00
ENSG00000225087	0.00
ENSG00000225099	0.01
ENSG00000225113	0.00
ENSG00000225122	0.00
ENSG00000225126	0.00
ENSG00000225142	0.00
ENSG00000225154	0.00
ENSG00000225158	0.00
ENSG00000225159	0.04
ENSG00000225167	0.00
ENSG00000225169	0.00
ENSG00000225171	0.13
ENSG00000225172	0.00
ENSG00000225183	0.06
ENSG00000225191	0.00
ENSG00000225196	0.00
ENSG00000225206	0.06
ENSG00000225217	0.20
ENSG00000225222	0.00
ENSG00000225233	0.00
ENSG00000225242	0.00
ENSG00000225243	0.00
ENSG00000225265	0.05
ENSG00000225272	0.00
ENSG00000225279	0.00
ENSG00000225285	0.00
ENSG00000225294	0.00
ENSG00000225297	0.00
ENSG00000225300	0.06
ENSG00000225313	0.02
ENSG00000225315	0.00
ENSG00000225325	0.00
ENSG00000225333	0.00
ENSG00000225334	0.07
ENSG00000225338	0.00
ENSG00000225359	0.00
ENSG00000225387	0.00
ENSG00000225401	0.06
ENSG00000225446	0.00
ENSG00000225447	0.50
ENSG00000225462	0.01
ENSG00000225475	0.00
ENSG00000225478	0.00
ENSG00000225483	0.00
ENSG00000225486	0.00
ENSG00000225487	0.00
ENSG00000225492	0.00
ENSG00000225505	0.00
ENSG00000225506	0.03
ENSG00000225514	0.00
ENSG00000225518	0.02
ENSG00000225522	0.00
ENSG00000225545	0.00
ENSG00000225554	0.00
ENSG00000225556	0.00
ENSG00000225561	0.00
ENSG00000225568	0.20
ENSG00000225591	0.15
ENSG00000225598	0.00
ENSG00000225602	0.00
ENSG00000225603	0.00
ENSG00000225605	0.00
ENSG00000225616	0.00
ENSG00000225620	0.00
ENSG00000225623	0.00
ENSG00000225630	0.56
ENSG00000225632	0.00
ENSG00000225643	0.09
ENSG00000225650	0.01
ENSG00000225656	0.00
ENSG00000225670	0.00
ENSG00000225671	0.00
ENSG00000225672	0.00
ENSG00000225675	0.00
ENSG00000225704	0.06
ENSG00000225710	0.01
ENSG00000225711	0.00
ENSG00000225712	0.00
ENSG00000225713	0.00
ENSG00000225719	0.00
ENSG00000225721	0.01
ENSG00000225723	0.00
ENSG00000225750	0.00
ENSG00000225755	0.00
ENSG00000225762	0.00
ENSG00000225767	0.00
ENSG00000225779	0.02
ENSG00000225811	0.00
ENSG00000225826	0.00
ENSG00000225828	0.31
ENSG00000225854	0.13
ENSG00000225855	0.36
ENSG00000225857	0.00
ENSG00000225871	0.00
ENSG00000225880	0.18
ENSG00000225886	0.01
ENSG00000225891	0.00
ENSG00000225903	0.00
ENSG00000225904	0.00
ENSG00000225905	0.00
ENSG00000225919	0.00
ENSG00000225920	0.01
ENSG00000225923	0.00
ENSG00000225931	0.11
ENSG00000225934	0.00
ENSG00000225938	0.00
ENSG00000225952	0.00
ENSG00000225972	0.03
ENSG00000225982	0.00
ENSG00000225984	0.00
ENSG00000225986	0.00
ENSG00000225990	0.00
ENSG00000226003	0.00
ENSG00000226013	0.00
ENSG00000226014	0.00
ENSG00000226015	0.09
ENSG00000226026	0.01
ENSG00000226028	0.00
ENSG00000226029	0.37
ENSG00000226036	0.00
ENSG00000226053	0.00
ENSG00000226067	0.59
ENSG00000226084	0.65
ENSG00000226088	0.00
ENSG00000226126	0.00
ENSG00000226128	0.00
ENSG00000226133	0.00
ENSG00000226147	0.08
ENSG00000226148	0.00
ENSG00000226164	0.00
ENSG00000226166	0.00
ENSG00000226167	0.02
ENSG00000226172	0.00
ENSG00000226191	0.00
ENSG00000226196	0.00
ENSG00000226208	0.00
ENSG00000226211	0.00
ENSG00000226226	0.00
ENSG00000226235	0.00
ENSG00000226251	0.22
ENSG00000226252	0.00
ENSG00000226286	0.00
ENSG00000226289	0.00
ENSG00000226292	0.00
ENSG00000226324	0.00
ENSG00000226330	0.00
ENSG00000226349	0.00
ENSG00000226374	0.00
ENSG00000226375	0.01
ENSG00000226394	0.00
ENSG00000226396	0.83
ENSG00000226415	0.27
ENSG00000226419	0.58
ENSG00000226438	0.00
ENSG00000226443	0.01
ENSG00000226446	0.00
ENSG00000226457	0.00
ENSG00000226476	0.00
ENSG00000226483	0.00
ENSG00000226486	0.00
ENSG00000226487	0.00
ENSG00000226498	0.16
ENSG00000226499	0.00
ENSG00000226500	0.00
ENSG00000226520	0.00
ENSG00000226526	0.00
ENSG00000226545	0.00
ENSG00000226552	0.00
ENSG00000226565	0.00
ENSG00000226570	0.00
ENSG00000226601	0.00
ENSG00000226640	0.00
ENSG00000226643	0.00
ENSG00000226653	0.00
ENSG00000226662	0.00
ENSG00000226663	0.00
ENSG00000226664	0.00
ENSG00000226693	0.00
ENSG00000226698	0.00
ENSG00000226715	0.00
ENSG00000226716	0.00
ENSG00000226723	0.02
ENSG00000226745	0.00
ENSG00000226750	0.00
ENSG00000226754	0.14
ENSG00000226755	0.00
ENSG00000226758	0.01
ENSG00000226759	0.00
ENSG00000226766	0.10
ENSG00000226773	0.01
ENSG00000226780	0.00
ENSG00000226804	0.00
ENSG00000226814	0.00
ENSG00000226822	1.44
ENSG00000226828	0.00
ENSG00000226835	0.00
ENSG00000226843	0.00
ENSG00000226849	0.02
ENSG00000226855	0.01
ENSG00000226862	0.00
ENSG00000226868	0.00
ENSG00000226876	0.00
ENSG00000226883	0.00
ENSG00000226889	0.02
ENSG00000226891	0.13
ENSG00000226919	0.00
ENSG00000226920	0.00
ENSG00000226927	0.00
ENSG00000226938	0.00
ENSG00000226944	0.00
ENSG00000226945	0.00
ENSG00000226947	0.00
ENSG00000226949	0.03
ENSG00000226952	0.05
ENSG00000226957	0.00
ENSG00000226960	0.00
ENSG00000226967	0.00
ENSG00000226969	0.00
ENSG00000226970	0.11
ENSG00000226973	0.00
ENSG00000226984	0.04
ENSG00000226986	0.00
ENSG00000227000	0.00
ENSG00000227001	0.12
ENSG00000227002	0.00
ENSG00000227006	0.00
ENSG00000227016	0.00
ENSG00000227034	0.00
ENSG00000227043	0.00
ENSG00000227045	0.02
ENSG00000227048	0.00
ENSG00000227050	0.00
ENSG00000227056	0.00
ENSG00000227062	0.00
ENSG00000227066	0.01
ENSG00000227070	0.05
ENSG00000227082	0.00
ENSG00000227091	0.00
ENSG00000227094	0.00
ENSG00000227102	0.00
ENSG00000227104	0.00
ENSG00000227109	0.00
ENSG00000227135	0.03
ENSG00000227139	0.00
ENSG00000227141	0.00
ENSG00000227152	0.00
ENSG00000227163	0.00
ENSG00000227169	0.00
ENSG00000227177	0.00
ENSG00000227179	0.00
ENSG00000227181	0.00
ENSG00000227193	0.00
ENSG00000227205	0.00
ENSG00000227207	0.00
ENSG00000227212	0.00
ENSG00000227217	0.00
ENSG00000227230	0.12
ENSG00000227232	0.94
ENSG00000227236	0.00
ENSG00000227237	0.00
ENSG00000227240	0.00
ENSG00000227242	0.00
ENSG00000227243	0.00
ENSG00000227278	0.00
ENSG00000227288	0.00
ENSG00000227290	0.00
ENSG00000227295	0.01
ENSG00000227311	0.02
ENSG00000227312	0.00
ENSG00000227372	1.02
ENSG00000227373	0.01
ENSG00000227408	0.00
ENSG00000227409	0.00
ENSG00000227416	0.00
ENSG00000227417	0.01
ENSG00000227421	0.00
ENSG00000227425	0.00
ENSG00000227445	0.00
ENSG00000227453	0.00
ENSG00000227466	0.00
ENSG00000227485	0.00
ENSG00000227496	0.00
ENSG00000227527	0.00
ENSG00000227533	0.02
ENSG00000227538	0.00
ENSG00000227554	0.00
ENSG00000227556	0.00
ENSG00000227579	0.00
ENSG00000227585	0.00
ENSG00000227589	0.01
ENSG00000227591	0.07
ENSG00000227613	0.00
ENSG00000227621	0.00
ENSG00000227625	0.00
ENSG00000227630	0.01
ENSG00000227634	0.00
ENSG00000227644	0.00
ENSG00000227667	0.00
ENSG00000227671	15.64
ENSG00000227673	0.00
ENSG00000227684	0.00
ENSG00000227687	0.00
ENSG00000227700	0.00
ENSG00000227711	0.00
ENSG00000227712	0.00
ENSG00000227722	0.00
ENSG00000227728	0.00
ENSG00000227733	0.00
ENSG00000227735	0.00
ENSG00000227740	0.16
ENSG00000227741	0.03
ENSG00000227742	0.00
ENSG00000227747	0.00
ENSG00000227751	0.10
ENSG00000227764	0.00
ENSG00000227773	0.05
ENSG00000227775	0.11
ENSG00000227776	0.01
ENSG00000227777	0.00
ENSG00000227811	0.04
ENSG00000227815	0.00
ENSG00000227818	0.00
ENSG00000227832	0.00
ENSG00000227850	0.00
ENSG00000227854	0.00
ENSG00000227857	0.00
ENSG00000227860	0.00
ENSG00000227868	0.02
ENSG00000227875	0.00
ENSG00000227883	0.00
ENSG00000227887	0.00
ENSG00000227907	0.00
ENSG00000227925	0.00
ENSG00000227934	0.01
ENSG00000227935	0.00
ENSG00000227937	0.00
ENSG00000227940	0.00
ENSG00000227941	0.00
ENSG00000227947	0.00
ENSG00000227950	0.00
ENSG00000227953	0.05
ENSG00000227959	0.00
ENSG00000227960	0.00
ENSG00000227962	0.00
ENSG00000227963	0.01
ENSG00000227970	0.00
ENSG00000227994	0.00
ENSG00000228013	0.10
ENSG00000228020	0.00
ENSG00000228035	0.00
ENSG00000228037	0.13
ENSG00000228040	0.00
ENSG00000228044	0.00
ENSG00000228054	0.00
ENSG00000228056	0.00
ENSG00000228057	0.00
ENSG00000228058	0.00
ENSG00000228060	0.04
ENSG00000228063	0.02
ENSG00000228067	0.17
ENSG00000228076	0.01
ENSG00000228081	0.00
ENSG00000228084	0.07
ENSG00000228086	0.00
ENSG00000228105	0.00
ENSG00000228106	1.61
ENSG00000228110	0.03
ENSG00000228121	0.00
ENSG00000228126	0.02
ENSG00000228127	0.00
ENSG00000228140	0.02
ENSG00000228150	0.17
ENSG00000228153	0.00
ENSG00000228167	0.00
ENSG00000228172	0.02
ENSG00000228175	0.10
ENSG00000228176	0.00
ENSG00000228187	0.00
ENSG00000228190	0.00
ENSG00000228191	0.00
ENSG00000228192	0.15
ENSG00000228196	0.00
ENSG00000228198	0.00
ENSG00000228208	0.00
ENSG00000228215	0.00
ENSG00000228217	0.00
ENSG00000228229	0.00
ENSG00000228237	0.00
ENSG00000228238	0.01
ENSG00000228239	0.00
ENSG00000228247	0.00
ENSG00000228255	0.00
ENSG00000228264	0.00
ENSG00000228288	0.07
ENSG00000228289	0.00
ENSG00000228309	0.00
ENSG00000228327	0.25
ENSG00000228336	0.00
ENSG00000228338	0.00
ENSG00000228347	0.00
ENSG00000228348	0.00
ENSG00000228369	0.00
ENSG00000228382	0.31
ENSG00000228397	0.03
ENSG00000228399	0.00
ENSG00000228407	0.00
ENSG00000228420	0.00
ENSG00000228423	0.10
ENSG00000228431	0.00
ENSG00000228436	0.72
ENSG00000228437	0.00
ENSG00000228452	0.00
ENSG00000228453	0.00
ENSG00000228463	0.61
ENSG00000228470	0.00
ENSG00000228477	0.68
ENSG00000228502	0.06
ENSG00000228504	0.00
ENSG00000228523	0.00
ENSG00000228525	0.00
ENSG00000228526	0.55
ENSG00000228530	0.00
ENSG00000228536	0.00
ENSG00000228548	0.00
ENSG00000228549	0.00
ENSG00000228560	0.00
ENSG00000228589	0.20
ENSG00000228594	0.77
ENSG00000228606	0.07
ENSG00000228625	0.00
ENSG00000228626	0.04
ENSG00000228634	0.00
ENSG00000228646	0.00
ENSG00000228664	0.00
ENSG00000228665	0.00
ENSG00000228686	0.00
ENSG00000228687	0.00
ENSG00000228697	0.00
ENSG00000228703	0.00
ENSG00000228729	0.00
ENSG00000228734	0.00
ENSG00000228750	0.00
ENSG00000228776	0.00
ENSG00000228792	0.00
ENSG00000228794	0.87
ENSG00000228818	0.00
ENSG00000228823	0.00
ENSG00000228826	0.00
ENSG00000228830	0.24
ENSG00000228838	0.00
ENSG00000228844	0.00
ENSG00000228852	0.02
ENSG00000228853	0.00
ENSG00000228863	0.01
ENSG00000228879	0.00
ENSG00000228917	0.01
ENSG00000228918	0.00
ENSG00000228929	0.08
ENSG00000228939	0.03
ENSG00000228940	0.00
ENSG00000228943	0.00
ENSG00000228955	0.00
ENSG00000228971	0.00
ENSG00000228982	0.00
ENSG00000228988	0.00
ENSG00000229002	0.00
ENSG00000229010	0.00
ENSG00000229016	0.00
ENSG00000229020	0.00
ENSG00000229021	0.00
ENSG00000229022	0.00
ENSG00000229032	0.00
ENSG00000229035	0.00
ENSG00000229044	0.00
ENSG00000229051	0.00
ENSG00000229052	0.00
ENSG00000229067	0.00
ENSG00000229101	0.00
ENSG00000229106	0.00
ENSG00000229112	0.00
ENSG00000229120	0.00
ENSG00000229133	0.00
ENSG00000229162	0.00
ENSG00000229167	0.00
ENSG00000229191	0.00
ENSG00000229201	0.00
ENSG00000229213	0.00
ENSG00000229220	0.00
ENSG00000229225	0.00
ENSG00000229228	0.00
ENSG00000229239	0.00
ENSG00000229242	0.00
ENSG00000229247	0.00
ENSG00000229255	0.00
ENSG00000229258	0.01
ENSG00000229259	0.00
ENSG00000229280	0.00
ENSG00000229283	0.00
ENSG00000229291	0.00
ENSG00000229294	0.00
ENSG00000229305	0.00
ENSG00000229316	0.00
ENSG00000229332	0.00
ENSG00000229344	0.01
ENSG00000229348	0.00
ENSG00000229357	0.00
ENSG00000229359	0.00
ENSG00000229367	0.00
ENSG00000229372	0.00
ENSG00000229376	0.00
ENSG00000229388	0.08
ENSG00000229393	0.00
ENSG00000229399	0.00
ENSG00000229400	0.01
ENSG00000229407	0.00
ENSG00000229431	0.00
ENSG00000229440	0.00
ENSG00000229444	0.00
ENSG00000229447	0.19
ENSG00000229463	0.00
ENSG00000229484	0.05
ENSG00000229486	0.00
ENSG00000229505	0.00
ENSG00000229509	0.00
ENSG00000229519	0.00
ENSG00000229528	0.00
ENSG00000229531	0.00
ENSG00000229537	0.00
ENSG00000229554	0.00
ENSG00000229567	0.00
ENSG00000229570	0.00
ENSG00000229571	0.00
ENSG00000229588	0.00
ENSG00000229595	0.00
ENSG00000229607	0.00
ENSG00000229612	0.00
ENSG00000229635	0.00
ENSG00000229636	0.00
ENSG00000229639	0.00
ENSG00000229652	0.00
ENSG00000229657	0.00
ENSG00000229663	0.00
ENSG00000229687	0.00
ENSG00000229699	0.00
ENSG00000229703	0.00
ENSG00000229713	0.00
ENSG00000229716	0.00
ENSG00000229724	0.00
ENSG00000229739	0.06
ENSG00000229742	0.00
ENSG00000229747	0.00
ENSG00000229752	0.00
ENSG00000229757	0.00
ENSG00000229780	0.00
ENSG00000229785	0.00
ENSG00000229786	0.00
ENSG00000229795	0.16
ENSG00000229808	0.15
ENSG00000229815	0.00
ENSG00000229820	0.02
ENSG00000229821	0.00
ENSG00000229828	0.00
ENSG00000229832	0.14
ENSG00000229840	0.00
ENSG00000229842	0.00
ENSG00000229846	0.00
ENSG00000229849	0.00
ENSG00000229871	0.00
ENSG00000229887	0.00
ENSG00000229901	0.00
ENSG00000229905	0.00
ENSG00000229911	0.00
ENSG00000229913	0.00
ENSG00000229914	0.00
ENSG00000229930	0.00
ENSG00000229943	0.00
ENSG00000229953	0.12
ENSG00000229956	0.10
ENSG00000229960	0.00
ENSG00000229961	0.00
ENSG00000229965	0.00
ENSG00000229978	0.00
ENSG00000229983	0.00
ENSG00000229985	0.00
ENSG00000229989	0.56
ENSG00000229991	0.08
ENSG00000229992	0.50
ENSG00000229994	0.13
ENSG00000230005	0.00
ENSG00000230015	0.00
ENSG00000230019	0.00
ENSG00000230021	0.14
ENSG00000230023	0.01
ENSG00000230026	0.00
ENSG00000230027	0.00
ENSG00000230035	0.00
ENSG00000230053	0.00
ENSG00000230063	0.06
ENSG00000230068	0.11
ENSG00000230092	1.70
ENSG00000230114	0.00
ENSG00000230116	0.00
